Time (s),i,ii,iii,avr,avl,avf,v1,v2,v3,v4,v5,v6
2.183,-0.0025,0.0035,0.006,-0.0005,-0.0045,0.005,-0.384,-0.2865,-0.2675,-0.266,-0.257,-0.0035
2.184,-0.005,0.0065,0.011,-0.001,-0.008,0.009,-0.3795,-0.2805,-0.267,-0.2665,-0.2635,-0.0075
2.185,-0.005,0.0065,0.0115,-0.001,-0.0085,0.0095,-0.3805,-0.294,-0.2795,-0.28,-0.2715,-0.0155
2.186,-0.0075,0.0045,0.012,0.0015,-0.01,0.0085,-0.384,-0.303,-0.2935,-0.2935,-0.2765,-0.0255
2.187,-0.013,0.0,0.0125,0.006,-0.0125,0.0065,-0.3765,-0.297,-0.2925,-0.2935,-0.28,-0.025
2.188,-0.0185,0.002,0.0205,0.008,-0.0195,0.0115,-0.375,-0.2975,-0.2905,-0.293,-0.2835,-0.024
2.189,-0.018,0.0095,0.0275,0.004,-0.023,0.019,-0.376,-0.3045,-0.2935,-0.2955,-0.2905,-0.029
2.19,-0.012,0.0085,0.02,0.0015,-0.016,0.0145,-0.3825,-0.3115,-0.299,-0.2975,-0.296,-0.032
2.191,-0.0135,0.0,0.0135,0.0065,-0.0135,0.007,-0.383,-0.308,-0.2995,-0.3,-0.297,-0.031
2.192,-0.014,-0.005,0.0085,0.009,-0.011,0.002,-0.3755,-0.2985,-0.2915,-0.2935,-0.2945,-0.029
2.193,-0.013,-0.0045,0.008,0.0085,-0.0105,0.002,-0.374,-0.2995,-0.291,-0.2905,-0.297,-0.03
2.194,-0.0175,-0.003,0.0145,0.01,-0.016,0.006,-0.373,-0.303,-0.302,-0.3015,-0.304,-0.034
2.195,-0.0275,-0.0075,0.02,0.017,-0.0235,0.0065,-0.371,-0.308,-0.303,-0.303,-0.3055,-0.038
2.196,-0.031,-0.0095,0.022,0.02,-0.0265,0.0065,-0.3705,-0.3085,-0.299,-0.2995,-0.304,-0.036
2.197,-0.021,-0.0025,0.0185,0.0115,-0.02,0.008,-0.372,-0.306,-0.302,-0.301,-0.304,-0.0385
2.198,-0.011,0.005,0.016,0.0025,-0.0135,0.011,-0.3795,-0.312,-0.3065,-0.305,-0.3145,-0.052
2.199,-0.0165,0.0045,0.021,0.0055,-0.019,0.013,-0.3795,-0.3155,-0.31,-0.3085,-0.32,-0.044
2.2,-0.0295,-0.0045,0.025,0.0165,-0.027,0.0105,-0.3895,-0.3275,-0.3185,-0.317,-0.3195,-0.0365
2.201,-0.032,-0.008,0.0245,0.0195,-0.028,0.0085,-0.3965,-0.332,-0.323,-0.3225,-0.3225,-0.0445
2.202,-0.021,-0.0055,0.016,0.013,-0.0185,0.0055,-0.384,-0.3225,-0.3195,-0.3195,-0.32,-0.044
2.203,-0.0275,-0.0215,0.0065,0.024,-0.017,-0.007,-0.39,-0.328,-0.324,-0.325,-0.321,-0.0465
2.204,-0.038,-0.0315,0.0065,0.0345,-0.022,-0.0125,-0.391,-0.339,-0.334,-0.3315,-0.3235,-0.0475
2.205,-0.0215,-0.0165,0.005,0.019,-0.0135,-0.0055,-0.387,-0.3365,-0.333,-0.3305,-0.322,-0.047
2.206,-0.0135,-0.0095,0.004,0.011,-0.009,-0.002,-0.392,-0.3335,-0.332,-0.331,-0.322,-0.046
2.207,-0.018,-0.006,0.0125,0.012,-0.015,0.0035,-0.389,-0.338,-0.3375,-0.3355,-0.3275,-0.0515
2.208,-0.027,-0.0045,0.0225,0.0155,-0.0245,0.0095,-0.392,-0.3465,-0.347,-0.3445,-0.3355,-0.0615
2.209,-0.04,-0.0195,0.0205,0.0295,-0.0305,0.001,-0.3865,-0.347,-0.349,-0.345,-0.332,-0.059
2.21,-0.043,-0.0355,0.0075,0.039,-0.0255,-0.0135,-0.3735,-0.3345,-0.3385,-0.3345,-0.325,-0.0495
2.211,-0.0475,-0.0365,0.011,0.042,-0.029,-0.0125,-0.3735,-0.333,-0.34,-0.337,-0.3315,-0.061
2.212,-0.044,-0.021,0.023,0.0325,-0.0335,0.0015,-0.3795,-0.3385,-0.3435,-0.341,-0.3375,-0.067
2.213,-0.0315,-0.013,0.0185,0.022,-0.025,0.0035,-0.38,-0.3485,-0.35,-0.346,-0.339,-0.057
2.214,-0.0265,-0.017,0.0095,0.0215,-0.018,-0.0035,-0.374,-0.339,-0.345,-0.3435,-0.337,-0.055
2.215,-0.027,-0.0245,0.0025,0.0255,-0.0145,-0.011,-0.373,-0.3295,-0.3365,-0.335,-0.333,-0.0545
2.216,-0.0365,-0.033,0.003,0.0345,-0.0195,-0.015,-0.3755,-0.336,-0.345,-0.3435,-0.34,-0.0575
2.217,-0.0345,-0.0305,0.004,0.032,-0.019,-0.013,-0.375,-0.3345,-0.3465,-0.346,-0.3425,-0.047
2.218,-0.0285,-0.0295,-0.0005,0.029,-0.014,-0.015,-0.373,-0.333,-0.347,-0.3425,-0.3365,-0.042
2.219,-0.037,-0.0325,0.004,0.0345,-0.0205,-0.014,-0.377,-0.3335,-0.348,-0.3505,-0.335,-0.051
2.22,-0.0455,-0.025,0.021,0.035,-0.0335,-0.002,-0.3755,-0.3385,-0.3525,-0.3545,-0.3425,-0.0535
2.221,-0.054,-0.026,0.028,0.0395,-0.0405,0.0015,-0.368,-0.3355,-0.358,-0.356,-0.34,-0.051
2.222,-0.0575,-0.0445,0.013,0.0505,-0.035,-0.0155,-0.371,-0.3395,-0.3585,-0.3565,-0.3325,-0.046
2.223,-0.049,-0.047,0.002,0.0475,-0.0255,-0.022,-0.3775,-0.3385,-0.3495,-0.35,-0.3435,-0.055
2.224,-0.0355,-0.041,-0.006,0.038,-0.015,-0.023,-0.38,-0.3345,-0.3485,-0.351,-0.354,-0.0635
2.225,-0.035,-0.0405,-0.0055,0.0375,-0.0145,-0.023,-0.383,-0.3375,-0.351,-0.3525,-0.355,-0.0605
2.226,-0.047,-0.04,0.007,0.043,-0.027,-0.016,-0.3905,-0.344,-0.3565,-0.3575,-0.3545,-0.0625
2.227,-0.0465,-0.0345,0.012,0.0405,-0.0295,-0.011,-0.385,-0.3475,-0.362,-0.3635,-0.3575,-0.0695
2.228,-0.0355,-0.0325,0.003,0.0335,-0.019,-0.0145,-0.389,-0.351,-0.3645,-0.367,-0.3625,-0.072
2.229,-0.039,-0.0345,0.0045,0.0365,-0.0215,-0.0145,-0.3985,-0.352,-0.3645,-0.3675,-0.3605,-0.066
2.23,-0.0365,-0.019,0.017,0.0275,-0.027,-0.0005,-0.3795,-0.3375,-0.353,-0.359,-0.352,-0.057
2.231,-0.0335,-0.0155,0.018,0.0245,-0.026,0.0015,-0.38,-0.341,-0.3545,-0.361,-0.353,-0.0585
2.232,-0.0455,-0.0285,0.017,0.037,-0.031,-0.006,-0.3865,-0.3415,-0.3555,-0.3615,-0.356,-0.0605
2.233,-0.0325,-0.024,0.0085,0.028,-0.0205,-0.0075,-0.3855,-0.3455,-0.359,-0.3635,-0.3555,-0.062
2.234,-0.024,-0.011,0.013,0.0175,-0.0185,0.0015,-0.388,-0.3515,-0.3645,-0.367,-0.363,-0.073
2.235,-0.0435,-0.0175,0.026,0.03,-0.035,0.0045,-0.3825,-0.3465,-0.3615,-0.367,-0.365,-0.072
2.236,-0.046,-0.027,0.019,0.0365,-0.0325,-0.004,-0.3875,-0.3545,-0.3665,-0.3715,-0.3655,-0.0695
2.237,-0.046,-0.0265,0.0195,0.036,-0.0325,-0.003,-0.38,-0.3495,-0.364,-0.3705,-0.368,-0.079
2.238,-0.0485,-0.025,0.0235,0.0365,-0.036,-0.0005,-0.3745,-0.343,-0.361,-0.3665,-0.3695,-0.0755
2.239,-0.0435,-0.027,0.0165,0.035,-0.03,-0.005,-0.3815,-0.3455,-0.36,-0.3625,-0.3675,-0.071
2.24,-0.048,-0.035,0.013,0.041,-0.0305,-0.0105,-0.3725,-0.3375,-0.352,-0.356,-0.355,-0.0705
2.241,-0.0465,-0.044,0.0025,0.045,-0.0245,-0.0205,-0.366,-0.33,-0.3455,-0.3485,-0.35,-0.066
2.242,-0.049,-0.048,0.0005,0.048,-0.025,-0.0235,-0.3665,-0.329,-0.3425,-0.3445,-0.3515,-0.0665
2.243,-0.0565,-0.0475,0.009,0.0515,-0.0325,-0.019,-0.367,-0.324,-0.3425,-0.3475,-0.355,-0.0705
2.244,-0.0605,-0.0435,0.0175,0.052,-0.039,-0.013,-0.3655,-0.324,-0.338,-0.344,-0.361,-0.0765
2.245,-0.0625,-0.0465,0.016,0.054,-0.0395,-0.015,-0.366,-0.3325,-0.338,-0.3435,-0.361,-0.076
2.246,-0.053,-0.031,0.0215,0.0415,-0.0375,-0.0045,-0.3725,-0.3355,-0.3415,-0.3505,-0.3675,-0.0785
2.247,-0.0475,-0.028,0.0195,0.0375,-0.0335,-0.004,-0.37,-0.331,-0.337,-0.3475,-0.3655,-0.0745
2.248,-0.0485,-0.055,-0.0065,0.0515,-0.021,-0.0305,-0.3625,-0.319,-0.328,-0.3375,-0.355,-0.0655
2.249,-0.0505,-0.0525,-0.002,0.051,-0.024,-0.027,-0.355,-0.3165,-0.3275,-0.3365,-0.3595,-0.0725
2.25,-0.0545,-0.049,0.0055,0.0515,-0.03,-0.0215,-0.353,-0.3215,-0.337,-0.349,-0.366,-0.073
2.251,-0.054,-0.0445,0.0095,0.049,-0.0315,-0.017,-0.3545,-0.3205,-0.339,-0.353,-0.3655,-0.073
2.252,-0.062,-0.0395,0.022,0.0505,-0.042,-0.0085,-0.362,-0.3255,-0.3405,-0.354,-0.364,-0.0715
2.253,-0.0595,-0.0385,0.021,0.049,-0.0405,-0.009,-0.36,-0.323,-0.3395,-0.35,-0.364,-0.068
2.254,-0.0525,-0.032,0.0205,0.042,-0.0365,-0.0055,-0.3665,-0.323,-0.3385,-0.35,-0.3635,-0.073
2.255,-0.0615,-0.0365,0.025,0.0485,-0.0435,-0.0055,-0.379,-0.328,-0.3435,-0.356,-0.3635,-0.078
2.256,-0.061,-0.0405,0.0205,0.05,-0.0405,-0.0095,-0.369,-0.3265,-0.344,-0.359,-0.373,-0.0995
2.257,-0.0605,-0.049,0.012,0.0545,-0.036,-0.0185,-0.364,-0.326,-0.3435,-0.359,-0.3775,-0.097
2.258,-0.059,-0.039,0.02,0.049,-0.0395,-0.0095,-0.3585,-0.3215,-0.339,-0.3505,-0.3675,-0.075
2.259,-0.0525,-0.0255,0.027,0.0385,-0.04,0.001,-0.354,-0.319,-0.3315,-0.343,-0.367,-0.0855
2.26,-0.044,-0.0195,0.025,0.0315,-0.0345,0.003,-0.3595,-0.3215,-0.336,-0.3445,-0.3735,-0.094
2.261,-0.0405,-0.007,0.0335,0.0235,-0.037,0.0135,-0.3575,-0.3205,-0.3345,-0.3435,-0.374,-0.0935
2.262,-0.041,-0.016,0.025,0.0285,-0.033,0.005,-0.3575,-0.3215,-0.3285,-0.338,-0.3735,-0.091
2.263,-0.0405,-0.029,0.0115,0.0345,-0.026,-0.0085,-0.3635,-0.323,-0.334,-0.342,-0.3755,-0.0935
2.264,-0.0395,-0.0315,0.0075,0.035,-0.0235,-0.012,-0.366,-0.322,-0.333,-0.3405,-0.3775,-0.0985
2.265,-0.0375,-0.029,0.009,0.033,-0.0235,-0.0095,-0.3605,-0.319,-0.328,-0.336,-0.3755,-0.09
2.266,-0.0365,-0.0355,0.001,0.0355,-0.019,-0.017,-0.3535,-0.311,-0.323,-0.333,-0.3705,-0.083
2.267,-0.0345,-0.0395,-0.0055,0.037,-0.0145,-0.0225,-0.3565,-0.3125,-0.3245,-0.3345,-0.3695,-0.081
2.268,-0.039,-0.038,0.0005,0.038,-0.0195,-0.019,-0.359,-0.3255,-0.3355,-0.3435,-0.371,-0.079
2.269,-0.0425,-0.0365,0.006,0.039,-0.024,-0.015,-0.3625,-0.321,-0.336,-0.346,-0.3735,-0.0805
2.27,-0.049,-0.022,0.027,0.035,-0.038,0.003,-0.3685,-0.3145,-0.3365,-0.3515,-0.3795,-0.084
2.271,-0.054,-0.016,0.038,0.0345,-0.046,0.011,-0.3675,-0.3255,-0.346,-0.359,-0.3835,-0.087
2.272,-0.0515,-0.0245,0.027,0.038,-0.039,0.0015,-0.3625,-0.3235,-0.3435,-0.3565,-0.381,-0.084
2.273,-0.0485,-0.0295,0.0185,0.039,-0.0335,-0.005,-0.357,-0.317,-0.331,-0.348,-0.3785,-0.0825
2.274,-0.041,-0.028,0.0135,0.034,-0.027,-0.007,-0.3585,-0.3185,-0.3265,-0.341,-0.379,-0.082
2.275,-0.034,-0.026,0.008,0.0295,-0.021,-0.0085,-0.3605,-0.317,-0.322,-0.3365,-0.3735,-0.074
2.276,-0.0375,-0.022,0.0155,0.0295,-0.0265,-0.003,-0.3615,-0.3185,-0.3215,-0.334,-0.368,-0.0705
2.277,-0.0445,-0.019,0.026,0.0315,-0.035,0.0035,-0.3645,-0.3205,-0.3235,-0.3345,-0.3655,-0.071
2.278,-0.035,-0.017,0.018,0.0255,-0.0265,0.0005,-0.3675,-0.321,-0.321,-0.335,-0.366,-0.0695
2.279,-0.028,-0.022,0.006,0.025,-0.017,-0.0075,-0.365,-0.316,-0.32,-0.33,-0.362,-0.0645
2.28,-0.032,-0.0255,0.0065,0.0285,-0.019,-0.0095,-0.3625,-0.3165,-0.3195,-0.33,-0.36,-0.062
2.281,-0.0355,-0.0245,0.011,0.03,-0.023,-0.0065,-0.3595,-0.3145,-0.321,-0.3335,-0.3605,-0.065
2.282,-0.0365,-0.021,0.0155,0.0285,-0.026,-0.0025,-0.3535,-0.319,-0.325,-0.3345,-0.3595,-0.0655
2.283,-0.0305,-0.0125,0.018,0.021,-0.024,0.003,-0.3535,-0.3175,-0.3215,-0.331,-0.357,-0.0635
2.284,-0.034,-0.0155,0.0185,0.0245,-0.0265,0.0015,-0.355,-0.313,-0.323,-0.3335,-0.3565,-0.063
2.285,-0.0355,-0.0195,0.016,0.027,-0.0255,-0.0015,-0.3595,-0.323,-0.33,-0.341,-0.359,-0.065
2.286,-0.0285,-0.018,0.0105,0.023,-0.0195,-0.0035,-0.3595,-0.314,-0.326,-0.3385,-0.3555,-0.0625
2.287,-0.0305,-0.022,0.0085,0.026,-0.0195,-0.0065,-0.357,-0.317,-0.3305,-0.341,-0.3535,-0.06
2.288,-0.028,-0.016,0.012,0.0215,-0.02,-0.0015,-0.356,-0.318,-0.3345,-0.345,-0.354,-0.0605
2.289,-0.03,-0.0135,0.0165,0.0215,-0.0235,0.002,-0.3555,-0.3165,-0.3375,-0.3515,-0.3515,-0.057
2.29,-0.036,-0.0115,0.0245,0.0235,-0.03,0.0065,-0.358,-0.3205,-0.3395,-0.3555,-0.351,-0.0565
2.291,-0.031,-0.0045,0.026,0.0175,-0.0285,0.011,-0.361,-0.3225,-0.338,-0.353,-0.3495,-0.055
2.292,-0.027,-0.0005,0.0265,0.0135,-0.0265,0.013,-0.3625,-0.324,-0.335,-0.3445,-0.342,-0.048
2.293,-0.021,0.003,0.024,0.009,-0.0225,0.014,-0.353,-0.312,-0.3225,-0.331,-0.3355,-0.045
2.294,-0.025,-0.0085,0.0165,0.0165,-0.021,0.004,-0.3485,-0.3085,-0.3095,-0.318,-0.326,-0.0385
2.295,-0.0315,-0.019,0.0125,0.025,-0.022,-0.003,-0.351,-0.3025,-0.3095,-0.318,-0.3245,-0.0385
2.296,-0.031,-0.014,0.0175,0.022,-0.024,0.002,-0.347,-0.301,-0.3105,-0.3195,-0.3335,-0.0465
2.297,-0.0325,-0.0115,0.0215,0.0215,-0.027,0.005,-0.3455,-0.3035,-0.302,-0.307,-0.327,-0.0355
2.298,-0.0295,-0.013,0.0165,0.021,-0.023,0.002,-0.345,-0.3,-0.302,-0.3065,-0.3265,-0.034
2.299,-0.031,-0.0045,0.0265,0.0175,-0.0285,0.0115,-0.354,-0.3095,-0.308,-0.3115,-0.331,-0.0425
2.3,-0.026,-0.0025,0.024,0.014,-0.025,0.011,-0.3525,-0.305,-0.3035,-0.3075,-0.3255,-0.0455
2.301,-0.017,-0.0085,0.009,0.0125,-0.013,0.0005,-0.349,-0.303,-0.3055,-0.309,-0.327,-0.05
2.302,-0.014,-0.0035,0.0105,0.0085,-0.012,0.0035,-0.351,-0.3105,-0.313,-0.314,-0.329,-0.042
2.303,-0.0155,0.009,0.0245,0.003,-0.02,0.017,-0.3525,-0.3075,-0.311,-0.311,-0.3275,-0.041
2.304,-0.02,0.016,0.037,0.002,-0.0285,0.027,-0.3675,-0.315,-0.317,-0.3145,-0.3295,-0.0485
2.305,-0.02,0.014,0.0345,0.0025,-0.0275,0.0245,-0.3725,-0.319,-0.3225,-0.3185,-0.329,-0.049
2.306,-0.018,0.0105,0.0285,0.0035,-0.023,0.0195,-0.3715,-0.325,-0.3255,-0.3225,-0.327,-0.0475
2.307,-0.016,0.0105,0.0265,0.0025,-0.021,0.0185,-0.3665,-0.322,-0.3255,-0.322,-0.322,-0.041
2.308,-0.0175,0.012,0.0295,0.0025,-0.0235,0.021,-0.3605,-0.3125,-0.319,-0.317,-0.3155,-0.037
2.309,-0.015,0.011,0.0255,0.0015,-0.02,0.0185,-0.362,-0.315,-0.318,-0.3165,-0.3145,-0.039
2.31,-0.014,0.0135,0.0275,0.0,-0.0205,0.021,-0.3565,-0.3115,-0.3125,-0.3085,-0.311,-0.038
2.311,-0.0185,0.016,0.0345,0.001,-0.0265,0.0255,-0.3525,-0.3085,-0.3075,-0.305,-0.3085,-0.037
2.312,-0.0185,0.0105,0.029,0.004,-0.024,0.02,-0.3495,-0.3105,-0.311,-0.3105,-0.306,-0.0335
2.313,-0.017,0.005,0.022,0.006,-0.0195,0.0135,-0.3505,-0.315,-0.3175,-0.3165,-0.2985,-0.028
2.314,-0.023,0.013,0.0365,0.0045,-0.03,0.025,-0.3555,-0.317,-0.322,-0.3215,-0.3015,-0.031
2.315,-0.0315,0.0195,0.051,0.0055,-0.041,0.0355,-0.3525,-0.3145,-0.32,-0.3195,-0.301,-0.0305
2.316,-0.0255,0.012,0.0375,0.0065,-0.0315,0.025,-0.3545,-0.314,-0.31,-0.308,-0.2945,-0.022
2.317,-0.0175,0.012,0.0295,0.0025,-0.0235,0.021,-0.359,-0.3155,-0.3095,-0.304,-0.2935,-0.019
2.318,-0.016,0.0195,0.0355,-0.002,-0.0255,0.028,-0.357,-0.318,-0.314,-0.3,-0.2965,-0.0235
2.319,-0.0205,0.018,0.039,0.001,-0.03,0.029,-0.3545,-0.316,-0.312,-0.3025,-0.3,-0.026
2.32,-0.02,0.0105,0.031,0.0045,-0.0255,0.021,-0.353,-0.311,-0.308,-0.305,-0.2985,-0.0205
2.321,-0.0175,0.0065,0.0245,0.0055,-0.021,0.016,-0.348,-0.307,-0.305,-0.298,-0.294,-0.018
2.322,-0.013,0.006,0.019,0.0035,-0.016,0.013,-0.3475,-0.309,-0.307,-0.298,-0.2935,-0.018
2.323,-0.0115,-0.002,0.0095,0.0065,-0.0105,0.004,-0.3475,-0.311,-0.311,-0.3025,-0.299,-0.0185
2.324,-0.0155,-0.0025,0.013,0.0085,-0.014,0.0055,-0.3435,-0.31,-0.311,-0.3045,-0.302,-0.021
2.325,-0.012,0.0095,0.021,0.001,-0.0165,0.0155,-0.3525,-0.3135,-0.3145,-0.31,-0.3075,-0.0255
2.326,-0.007,0.0175,0.0245,-0.006,-0.0155,0.0215,-0.3595,-0.317,-0.318,-0.3135,-0.3105,-0.0305
2.327,-0.0025,0.0265,0.029,-0.0125,-0.0155,0.028,-0.359,-0.316,-0.314,-0.3075,-0.3095,-0.032
2.328,-0.0045,0.026,0.0305,-0.011,-0.0175,0.0285,-0.349,-0.309,-0.311,-0.3085,-0.3095,-0.031
2.329,-0.006,0.0245,0.0305,-0.0095,-0.0185,0.028,-0.345,-0.3095,-0.3105,-0.309,-0.308,-0.031
2.33,-0.007,0.027,0.034,-0.0105,-0.0205,0.031,-0.3495,-0.3145,-0.311,-0.304,-0.31,-0.0415
2.331,-0.016,0.011,0.027,0.0025,-0.0215,0.019,-0.364,-0.322,-0.3195,-0.3115,-0.32,-0.048
2.332,-0.0295,0.0025,0.032,0.013,-0.031,0.0175,-0.381,-0.333,-0.3265,-0.317,-0.3245,-0.04
2.333,-0.028,0.019,0.047,0.0045,-0.0375,0.033,-0.385,-0.334,-0.3275,-0.317,-0.314,-0.0365
2.334,-0.014,0.0255,0.0395,-0.006,-0.0265,0.033,-0.385,-0.3355,-0.33,-0.319,-0.312,-0.0375
2.335,-0.018,0.024,0.042,-0.0035,-0.03,0.0335,-0.367,-0.3255,-0.327,-0.317,-0.3145,-0.039
2.336,-0.0205,0.0295,0.05,-0.005,-0.035,0.04,-0.364,-0.3215,-0.328,-0.3155,-0.314,-0.041
2.337,-0.011,0.0345,0.045,-0.012,-0.028,0.04,-0.372,-0.332,-0.33,-0.315,-0.314,-0.0405
2.338,-0.0175,0.032,0.0495,-0.0075,-0.0335,0.041,-0.3675,-0.329,-0.325,-0.313,-0.31,-0.0405
2.339,-0.031,0.0265,0.0575,0.002,-0.044,0.042,-0.3655,-0.327,-0.324,-0.312,-0.307,-0.0405
2.34,-0.024,0.021,0.0455,0.001,-0.0345,0.0335,-0.368,-0.3315,-0.3305,-0.318,-0.311,-0.04
2.341,-0.018,0.0225,0.041,-0.0025,-0.0295,0.032,-0.3675,-0.328,-0.331,-0.3235,-0.3095,-0.039
2.342,-0.022,0.024,0.046,-0.001,-0.034,0.035,-0.371,-0.336,-0.3385,-0.327,-0.307,-0.038
2.343,-0.0145,0.0255,0.0405,-0.006,-0.0275,0.033,-0.376,-0.3415,-0.3435,-0.331,-0.3115,-0.0385
2.344,-0.011,0.0385,0.049,-0.014,-0.03,0.044,-0.3715,-0.338,-0.339,-0.3305,-0.3135,-0.042
2.345,-0.0125,0.045,0.0575,-0.017,-0.035,0.0515,-0.3725,-0.342,-0.34,-0.328,-0.3135,-0.041
2.346,-0.0135,0.0435,0.057,-0.0155,-0.0355,0.051,-0.3825,-0.3415,-0.342,-0.329,-0.3145,-0.042
2.347,-0.0235,0.035,0.058,-0.006,-0.0405,0.0465,-0.387,-0.344,-0.3415,-0.329,-0.3175,-0.046
2.348,-0.0215,0.026,0.0475,-0.0025,-0.0345,0.037,-0.3855,-0.343,-0.337,-0.3245,-0.315,-0.043
2.349,-0.005,0.023,0.028,-0.009,-0.0165,0.0255,-0.388,-0.341,-0.3335,-0.3195,-0.3085,-0.0375
2.35,-0.0195,0.019,0.039,0.0,-0.0295,0.0295,-0.38,-0.3375,-0.33,-0.313,-0.305,-0.035
2.351,-0.02,0.028,0.048,-0.004,-0.034,0.038,-0.3725,-0.333,-0.3285,-0.312,-0.3035,-0.0315
2.352,-0.014,0.0295,0.0435,-0.008,-0.0285,0.0365,-0.3745,-0.336,-0.3305,-0.3165,-0.3025,-0.031
2.353,-0.029,0.0205,0.05,0.004,-0.0395,0.0355,-0.379,-0.34,-0.336,-0.32,-0.3065,-0.0365
2.354,-0.0245,0.0045,0.029,0.01,-0.027,0.017,-0.3715,-0.3335,-0.328,-0.313,-0.302,-0.0305
2.355,-0.0335,-0.015,0.0185,0.024,-0.0255,0.002,-0.362,-0.327,-0.323,-0.311,-0.3,-0.027
2.356,-0.0335,-0.008,0.0255,0.0205,-0.0295,0.009,-0.371,-0.335,-0.333,-0.3185,-0.3045,-0.031
2.357,-0.0245,0.013,0.0375,0.0055,-0.031,0.0255,-0.3725,-0.3395,-0.336,-0.3235,-0.3155,-0.0475
2.358,-0.0265,0.0175,0.0445,0.004,-0.0355,0.0315,-0.372,-0.3405,-0.338,-0.324,-0.323,-0.053
2.359,-0.0205,0.0105,0.0315,0.005,-0.026,0.021,-0.3685,-0.334,-0.3325,-0.316,-0.3075,-0.034
2.36,-0.0195,0.0085,0.028,0.0055,-0.024,0.0185,-0.371,-0.339,-0.3375,-0.321,-0.309,-0.04
2.361,-0.0215,0.0075,0.0295,0.007,-0.0255,0.0185,-0.3755,-0.3515,-0.353,-0.335,-0.321,-0.052
2.362,-0.018,0.014,0.032,0.0015,-0.025,0.023,-0.374,-0.346,-0.3515,-0.3355,-0.3195,-0.051
2.363,-0.0115,0.02,0.031,-0.0045,-0.021,0.026,-0.377,-0.3405,-0.344,-0.3295,-0.3155,-0.0485
2.364,-0.011,0.0125,0.023,-0.001,-0.017,0.018,-0.373,-0.339,-0.341,-0.3265,-0.3125,-0.0435
2.365,-0.024,-0.003,0.021,0.0135,-0.0225,0.009,-0.3675,-0.335,-0.3395,-0.326,-0.308,-0.04
2.366,-0.0295,-0.015,0.0145,0.0215,-0.022,0.0005,-0.3685,-0.3385,-0.3415,-0.3285,-0.3045,-0.0385
2.367,-0.024,-0.015,0.0095,0.019,-0.017,-0.0025,-0.3715,-0.34,-0.3415,-0.3285,-0.3035,-0.038
2.368,-0.02,-0.0095,0.0105,0.0145,-0.0155,0.001,-0.371,-0.3335,-0.3385,-0.3295,-0.3035,-0.036
2.369,-0.0175,0.005,0.0225,0.006,-0.02,0.014,-0.3695,-0.335,-0.344,-0.3335,-0.3075,-0.038
2.37,-0.0235,0.0165,0.0405,0.003,-0.0315,0.0285,-0.371,-0.34,-0.348,-0.3345,-0.309,-0.043
2.371,-0.0215,0.0145,0.0365,0.003,-0.029,0.026,-0.374,-0.3435,-0.351,-0.3365,-0.3115,-0.0445
2.372,-0.02,0.0155,0.0355,0.002,-0.028,0.0255,-0.375,-0.346,-0.3565,-0.344,-0.3165,-0.0475
2.373,-0.021,0.025,0.046,-0.002,-0.0335,0.036,-0.3775,-0.3495,-0.359,-0.348,-0.32,-0.0475
2.374,-0.0195,0.028,0.048,-0.0045,-0.034,0.0385,-0.381,-0.351,-0.3595,-0.346,-0.322,-0.0435
2.375,-0.024,0.022,0.046,0.0005,-0.035,0.034,-0.3785,-0.3505,-0.3625,-0.349,-0.323,-0.043
2.376,-0.0215,0.0205,0.042,0.0005,-0.0315,0.0315,-0.3815,-0.353,-0.363,-0.349,-0.3235,-0.0435
2.377,-0.017,0.014,0.031,0.0015,-0.024,0.0225,-0.3785,-0.351,-0.3605,-0.3455,-0.319,-0.0395
2.378,-0.014,0.0115,0.0255,0.001,-0.0195,0.0185,-0.371,-0.3425,-0.3495,-0.336,-0.3125,-0.034
2.379,-0.0095,0.012,0.0215,-0.0015,-0.0155,0.017,-0.371,-0.335,-0.3365,-0.323,-0.309,-0.0315
2.38,-0.0165,0.004,0.0205,0.006,-0.0185,0.0125,-0.369,-0.337,-0.3395,-0.3265,-0.3095,-0.034
2.381,-0.018,0.004,0.022,0.0065,-0.02,0.0135,-0.3695,-0.34,-0.343,-0.3315,-0.312,-0.038
2.382,-0.003,0.0045,0.0075,-0.001,-0.005,0.006,-0.373,-0.346,-0.3505,-0.3385,-0.3165,-0.045
2.383,-0.0045,0.0045,0.009,0.0,-0.007,0.007,-0.375,-0.3495,-0.354,-0.3435,-0.32,-0.0495
2.384,-0.0165,-0.004,0.0125,0.01,-0.0145,0.0045,-0.3665,-0.339,-0.3445,-0.3385,-0.3235,-0.0505
2.385,-0.0065,-0.001,0.0055,0.0035,-0.006,0.002,-0.3655,-0.3415,-0.3455,-0.344,-0.3225,-0.0565
2.386,-0.004,0.0025,0.0065,0.0005,-0.005,0.0045,-0.37,-0.3455,-0.351,-0.35,-0.325,-0.06
2.387,-0.0205,-0.009,0.012,0.0145,-0.016,0.002,-0.3695,-0.3445,-0.352,-0.351,-0.3295,-0.06
2.388,-0.034,-0.0105,0.0235,0.022,-0.0285,0.0065,-0.369,-0.3445,-0.3515,-0.3475,-0.325,-0.0615
2.389,-0.038,0.0,0.038,0.0185,-0.038,0.019,-0.362,-0.343,-0.35,-0.3455,-0.3265,-0.0575
2.39,-0.035,0.0065,0.0415,0.014,-0.0385,0.024,-0.3605,-0.343,-0.349,-0.3465,-0.327,-0.0545
