time ,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
4.78,0.1,0.06,-0.04,-0.08,0.07,0.01,-0.01,-0.01,-0.025,-0.015,0.01,-0.055
4.782,0.061,0.025,-0.036,-0.043,0.048,-0.005,-0.01,-0.014,-0.023,-0.022,0.002,-0.067
4.784,0.047,0.012,-0.035,-0.029,0.041,-0.011,-0.007,-0.021,-0.041,-0.034,-0.004,-0.082
4.786,0.043,0.008,-0.035,-0.025,0.039,-0.013,-0.004,-0.027,-0.051,-0.044,-0.006,-0.094
4.788,0.039,0.004,-0.035,-0.021,0.037,-0.015,-0.005,-0.032,-0.044,-0.052,-0.012,-0.095
4.79,0.035,0.0,-0.035,-0.017,0.035,-0.017,-0.005,-0.04,-0.045,-0.06,-0.02,-0.095
4.792,0.027,-0.008,-0.035,-0.009,0.031,-0.021,-0.005,-0.045,-0.045,-0.065,-0.024,-0.095
4.794,0.022,-0.013,-0.035,-0.004,0.029,-0.024,-0.005,-0.045,-0.045,-0.065,-0.027,-0.098
4.796,0.018,-0.017,-0.035,0.0,0.027,-0.026,-0.005,-0.045,-0.046,-0.065,-0.034,-0.101
4.798,0.014,-0.021,-0.035,0.004,0.024,-0.028,-0.005,-0.045,-0.044,-0.065,-0.041,-0.1
4.8,0.01,-0.025,-0.035,0.008,0.023,-0.03,-0.005,-0.045,-0.045,-0.065,-0.045,-0.1
4.802,0.008,-0.027,-0.035,0.01,0.022,-0.031,-0.005,-0.045,-0.066,-0.065,-0.049,-0.104
4.804,-0.011,-0.046,-0.035,0.029,0.012,-0.04,-0.008,-0.045,-0.072,-0.065,-0.05,-0.105
4.806,-0.021,-0.056,-0.035,0.039,0.007,-0.045,-0.013,-0.045,-0.069,-0.065,-0.049,-0.105
4.808,-0.013,-0.048,-0.035,0.031,0.011,-0.041,-0.015,-0.045,-0.07,-0.065,-0.051,-0.105
4.81,-0.01,-0.045,-0.035,0.028,0.013,-0.04,-0.015,-0.05,-0.07,-0.065,-0.055,-0.105
4.812,-0.013,-0.045,-0.032,0.029,0.01,-0.038,-0.019,-0.055,-0.071,-0.066,-0.056,-0.106
4.814,-0.021,-0.042,-0.021,0.032,0.0,-0.031,-0.023,-0.049,-0.064,-0.061,-0.052,-0.102
4.816,0.006,-0.038,-0.044,0.016,0.025,-0.04,-0.026,-0.06,-0.074,-0.079,-0.065,-0.115
4.818,0.036,-0.034,-0.07,-0.001,0.054,-0.052,-0.024,-0.076,-0.092,-0.102,-0.081,-0.131
4.82,0.01,-0.035,-0.045,0.013,0.028,-0.04,-0.02,-0.065,-0.085,-0.09,-0.075,-0.125
4.822,-0.015,-0.044,-0.029,0.03,0.007,-0.036,-0.016,-0.06,-0.081,-0.085,-0.075,-0.125
4.824,-0.037,-0.046,-0.009,0.041,-0.014,-0.027,-0.011,-0.058,-0.077,-0.082,-0.075,-0.125
4.826,-0.08,-0.061,0.018,0.07,-0.049,-0.021,-0.01,-0.051,-0.073,-0.078,-0.075,-0.125
4.828,-0.104,-0.074,0.03,0.089,-0.067,-0.022,-0.009,-0.044,-0.069,-0.074,-0.074,-0.124
4.83,-0.075,-0.055,0.02,0.065,-0.047,-0.017,-0.005,-0.04,-0.065,-0.07,-0.07,-0.12
4.832,-0.058,-0.042,0.016,0.05,-0.037,-0.013,-0.001,-0.036,-0.061,-0.065,-0.07,-0.12
4.834,-0.044,-0.032,0.012,0.037,-0.028,-0.009,0.0,-0.029,-0.057,-0.068,-0.07,-0.12
4.836,-0.026,-0.018,0.008,0.022,-0.017,-0.005,0.001,-0.021,-0.055,-0.071,-0.07,-0.12
4.838,-0.012,-0.008,0.004,0.01,-0.008,-0.002,0.006,-0.013,-0.055,-0.07,-0.07,-0.12
4.84,0.0,0.0,0.0,0.0,0.0,0.0,0.01,-0.005,-0.055,-0.07,-0.07,-0.12
4.842,0.014,0.011,-0.004,-0.012,0.009,0.003,0.009,0.003,-0.055,-0.07,-0.066,-0.116
4.844,0.004,-0.004,-0.007,0.0,0.006,-0.006,0.021,0.012,-0.054,-0.07,-0.065,-0.115
4.846,-0.023,-0.023,0.001,0.024,-0.011,-0.011,0.038,0.017,-0.057,-0.071,-0.065,-0.115
4.848,-0.026,-0.042,-0.016,0.034,-0.005,-0.029,0.054,0.03,-0.051,-0.068,-0.065,-0.115
4.85,0.005,-0.06,-0.065,0.028,0.035,-0.062,0.07,0.065,-0.03,-0.055,-0.065,-0.115
4.852,0.018,-0.03,-0.047,0.006,0.033,-0.038,0.084,0.115,-0.013,-0.045,-0.068,-0.117
4.854,0.03,0.001,-0.029,-0.016,0.029,-0.013,0.086,0.147,0.032,-0.011,-0.043,-0.101
4.856,0.035,0.033,-0.002,-0.034,0.018,0.016,0.102,0.192,0.084,0.028,-0.01,-0.083
4.858,0.019,0.075,0.056,-0.047,-0.019,0.065,0.121,0.264,0.143,0.076,0.027,-0.063
4.86,0.015,0.11,0.095,-0.063,-0.04,0.102,0.115,0.33,0.225,0.15,0.085,-0.025
4.862,0.089,0.148,0.059,-0.119,0.015,0.103,0.114,0.372,0.294,0.214,0.137,0.006
4.864,0.193,0.203,0.01,-0.198,0.091,0.106,0.083,0.399,0.359,0.283,0.194,0.047
4.866,0.265,0.249,-0.016,-0.257,0.141,0.116,0.055,0.385,0.418,0.355,0.257,0.092
4.868,0.358,0.277,-0.081,-0.317,0.22,0.097,0.003,0.321,0.448,0.413,0.312,0.137
4.87,0.5,0.305,-0.195,-0.402,0.347,0.055,-0.11,0.235,0.445,0.455,0.36,0.19
4.872,0.53,0.328,-0.202,-0.428,0.366,0.062,-0.184,0.142,0.45,0.483,0.414,0.24
4.874,0.517,0.332,-0.185,-0.424,0.351,0.074,-0.254,0.022,0.408,0.481,0.448,0.275
4.876,0.596,0.376,-0.221,-0.486,0.408,0.078,-0.323,-0.097,0.36,0.486,0.491,0.34
4.878,0.654,0.424,-0.23,-0.539,0.442,0.097,-0.385,-0.247,0.288,0.467,0.529,0.394
4.88,0.57,0.375,-0.195,-0.472,0.382,0.09,-0.45,-0.47,0.11,0.345,0.485,0.37
4.882,0.575,0.261,-0.314,-0.417,0.444,-0.026,-0.521,-0.693,-0.138,0.145,0.357,0.357
4.884,0.528,0.219,-0.31,-0.373,0.419,-0.045,-0.596,-1.001,-0.329,0.004,0.289,0.346
4.886,0.403,0.217,-0.186,-0.31,0.294,0.015,-0.642,-1.271,-0.449,-0.079,0.256,0.334
4.888,0.295,0.191,-0.104,-0.243,0.2,0.043,-0.65,-1.385,-0.517,-0.136,0.209,0.321
4.89,0.25,0.15,-0.1,-0.2,0.175,0.025,-0.645,-1.39,-0.55,-0.175,0.17,0.305
4.892,0.207,0.114,-0.093,-0.161,0.15,0.01,-0.643,-1.351,-0.597,-0.241,0.131,0.296
4.894,0.154,0.074,-0.08,-0.114,0.117,-0.003,-0.617,-1.273,-0.611,-0.281,0.083,0.26
4.896,0.096,0.025,-0.071,-0.06,0.084,-0.022,-0.587,-1.194,-0.614,-0.313,0.027,0.212
4.898,0.051,-0.011,-0.062,-0.019,0.057,-0.037,-0.555,-1.119,-0.602,-0.329,-0.011,0.178
4.9,0.025,-0.025,-0.05,0.0,0.038,-0.037,-0.505,-1.02,-0.55,-0.305,-0.02,0.155
4.902,0.004,-0.038,-0.042,0.017,0.023,-0.04,-0.462,-0.913,-0.51,-0.29,-0.028,0.132
4.904,-0.004,-0.038,-0.034,0.021,0.015,-0.035,-0.406,-0.761,-0.432,-0.263,-0.036,0.104
4.906,-0.006,-0.034,-0.028,0.02,0.012,-0.031,-0.345,-0.626,-0.361,-0.229,-0.046,0.077
4.908,-0.012,-0.035,-0.023,0.024,0.006,-0.029,-0.285,-0.541,-0.319,-0.205,-0.058,0.054
4.91,-0.02,-0.035,-0.015,0.028,-0.002,-0.025,-0.22,-0.455,-0.27,-0.19,-0.065,0.03
4.912,-0.019,-0.031,-0.011,0.025,-0.004,-0.021,-0.157,-0.343,-0.234,-0.178,-0.071,0.005
4.914,-0.026,-0.031,-0.004,0.028,-0.011,-0.018,-0.122,-0.276,-0.198,-0.163,-0.092,-0.007
4.916,-0.031,-0.027,0.004,0.029,-0.017,-0.012,-0.096,-0.23,-0.165,-0.149,-0.101,-0.014
4.918,-0.039,-0.035,0.004,0.037,-0.021,-0.015,-0.069,-0.178,-0.138,-0.136,-0.094,-0.021
4.92,-0.06,-0.06,0.0,0.06,-0.03,-0.03,-0.045,-0.135,-0.115,-0.115,-0.095,-0.025
4.922,-0.057,-0.053,0.004,0.055,-0.031,-0.025,-0.02,-0.094,-0.102,-0.098,-0.096,-0.033
4.924,-0.02,-0.046,-0.026,0.033,0.003,-0.036,-0.005,-0.061,-0.094,-0.091,-0.092,-0.042
4.926,-0.035,-0.041,-0.007,0.038,-0.013,-0.024,0.004,-0.029,-0.087,-0.09,-0.09,-0.046
4.928,-0.072,-0.034,0.038,0.052,-0.055,0.002,0.012,-0.007,-0.077,-0.089,-0.09,-0.053
4.93,-0.045,-0.03,0.015,0.037,-0.03,-0.007,0.02,-0.005,-0.065,-0.085,-0.09,-0.07
4.932,-0.025,-0.022,0.003,0.024,-0.014,-0.01,0.029,-0.005,-0.058,-0.085,-0.09,-0.079
4.934,0.002,-0.014,-0.015,0.006,0.009,-0.014,0.028,-0.005,-0.045,-0.082,-0.087,-0.082
4.936,0.022,-0.024,-0.046,0.001,0.034,-0.034,0.024,-0.005,-0.054,-0.08,-0.084,-0.09
4.938,-0.001,-0.061,-0.06,0.031,0.029,-0.06,0.025,-0.005,-0.071,-0.079,-0.085,-0.095
4.94,-0.04,-0.085,-0.045,0.063,0.003,-0.065,0.025,-0.005,-0.06,-0.075,-0.085,-0.09
4.942,-0.001,-0.037,-0.036,0.019,0.018,-0.036,0.023,-0.005,-0.052,-0.075,-0.085,-0.09
4.944,0.053,0.024,-0.029,-0.038,0.041,-0.003,0.041,-0.002,-0.044,-0.072,-0.082,-0.09
4.946,0.062,0.041,-0.021,-0.051,0.041,0.01,0.051,0.002,-0.036,-0.07,-0.079,-0.09
4.948,0.04,0.027,-0.013,-0.033,0.027,0.006,0.044,0.006,-0.028,-0.069,-0.08,-0.09
4.95,0.025,0.02,-0.005,-0.022,0.015,0.007,0.045,0.01,-0.02,-0.065,-0.08,-0.09
4.952,0.008,0.012,0.004,-0.01,0.002,0.008,0.041,0.014,-0.011,-0.065,-0.076,-0.09
4.954,0.004,0.004,0.0,-0.004,0.002,0.002,0.039,0.018,-0.012,-0.065,-0.075,-0.09
4.956,0.019,-0.005,-0.024,-0.007,0.022,-0.014,0.041,0.023,-0.017,-0.065,-0.075,-0.09
4.958,0.003,-0.011,-0.014,0.004,0.008,-0.012,0.039,0.025,-0.021,-0.064,-0.075,-0.09
4.96,-0.06,-0.015,0.045,0.037,-0.052,0.015,0.035,0.02,-0.025,-0.06,-0.075,-0.09
4.962,-0.06,-0.027,0.033,0.043,-0.046,0.003,0.035,0.02,-0.029,-0.06,-0.071,-0.09
4.964,-0.046,-0.035,0.011,0.04,-0.028,-0.011,0.032,0.02,-0.033,-0.06,-0.07,-0.092
4.966,-0.047,-0.05,-0.002,0.049,-0.023,-0.026,0.03,0.02,-0.036,-0.06,-0.07,-0.098
4.968,-0.04,-0.059,-0.019,0.05,-0.01,-0.039,0.03,0.02,-0.034,-0.059,-0.07,-0.099
4.97,-0.025,-0.055,-0.03,0.04,0.003,-0.042,0.03,0.02,-0.03,-0.055,-0.07,-0.095
4.972,-0.058,-0.084,-0.026,0.071,-0.015,-0.055,0.034,0.019,-0.03,-0.055,-0.066,-0.095
4.974,-0.03,-0.054,-0.024,0.043,-0.003,-0.039,0.036,0.028,-0.031,-0.055,-0.065,-0.095
4.976,0.037,0.011,-0.026,-0.024,0.031,-0.007,0.048,0.043,-0.028,-0.055,-0.065,-0.095
4.978,0.067,0.043,-0.024,-0.054,0.045,0.009,0.061,0.05,-0.025,-0.055,-0.065,-0.094
4.98,0.055,0.035,-0.02,-0.045,0.037,0.007,0.055,0.045,-0.025,-0.055,-0.065,-0.09
4.982,0.051,0.031,-0.02,-0.041,0.035,0.006,0.055,0.045,-0.025,-0.051,-0.061,-0.09
4.984,0.042,0.022,-0.021,-0.032,0.031,0.001,0.055,0.045,-0.026,-0.05,-0.06,-0.09
4.986,0.028,0.01,-0.018,-0.019,0.022,-0.004,0.055,0.045,-0.023,-0.05,-0.06,-0.09
4.988,0.018,0.003,-0.015,-0.01,0.016,-0.006,0.055,0.045,-0.02,-0.05,-0.06,-0.089
4.99,0.01,-0.005,-0.015,-0.002,0.013,-0.01,0.055,0.045,-0.02,-0.05,-0.06,-0.085
4.992,-0.002,-0.017,-0.015,0.01,0.006,-0.015,0.055,0.045,-0.02,-0.046,-0.056,-0.085
4.994,-0.01,-0.027,-0.017,0.019,0.003,-0.021,0.056,0.045,-0.02,-0.045,-0.055,-0.085
4.996,-0.024,-0.032,-0.007,0.028,-0.008,-0.019,0.053,0.045,-0.018,-0.045,-0.055,-0.085
4.998,-0.062,-0.046,0.016,0.054,-0.039,-0.015,0.05,0.045,-0.015,-0.045,-0.055,-0.085
5.0,-0.1,-0.07,0.03,0.085,-0.065,-0.02,0.05,0.045,-0.015,-0.045,-0.055,-0.085
5.002,-0.086,-0.063,0.022,0.074,-0.054,-0.02,0.05,0.043,-0.015,-0.045,-0.055,-0.081
5.004,-0.072,-0.056,0.017,0.064,-0.044,-0.02,0.05,0.06,-0.012,-0.048,-0.052,-0.08
5.006,-0.065,-0.054,0.011,0.059,-0.038,-0.021,0.05,0.073,-0.01,-0.051,-0.049,-0.08
5.008,-0.052,-0.048,0.004,0.05,-0.028,-0.022,0.05,0.069,-0.01,-0.05,-0.05,-0.08
5.01,-0.04,-0.04,0.0,0.04,-0.02,-0.02,0.05,0.07,-0.01,-0.05,-0.05,-0.08
5.012,-0.027,-0.036,-0.009,0.031,-0.009,-0.022,0.05,0.07,-0.01,-0.05,-0.05,-0.076
5.014,-0.022,-0.032,-0.011,0.027,-0.005,-0.021,0.047,0.07,-0.007,-0.049,-0.047,-0.075
5.016,-0.001,-0.028,-0.027,0.015,0.013,-0.027,0.044,0.07,-0.004,-0.052,-0.044,-0.075
5.018,0.022,-0.025,-0.047,0.002,0.035,-0.036,0.045,0.07,-0.005,-0.055,-0.045,-0.075
5.02,0.015,-0.025,-0.04,0.005,0.028,-0.032,0.045,0.07,-0.005,-0.055,-0.045,-0.075
5.022,0.01,-0.025,-0.035,0.008,0.023,-0.03,0.045,0.07,-0.004,-0.055,-0.045,-0.074
5.024,0.011,-0.025,-0.035,0.008,0.024,-0.03,0.045,0.07,-0.01,-0.055,-0.043,-0.08
5.026,0.007,-0.026,-0.033,0.009,0.021,-0.029,0.045,0.07,-0.02,-0.055,-0.053,-0.089
5.028,0.006,-0.024,-0.03,0.009,0.018,-0.026,0.045,0.07,-0.026,-0.054,-0.067,-0.097
5.03,0.005,-0.025,-0.03,0.01,0.018,-0.027,0.045,0.07,-0.03,-0.05,-0.065,-0.1
5.032,-0.02,-0.046,-0.026,0.034,0.003,-0.036,0.045,0.07,-0.038,-0.05,-0.065,-0.096
5.034,-0.028,-0.049,-0.021,0.038,-0.003,-0.035,0.042,0.07,-0.046,-0.05,-0.065,-0.094
5.036,-0.024,-0.044,-0.02,0.034,-0.001,-0.032,0.039,0.07,-0.053,-0.05,-0.065,-0.095
5.038,-0.025,-0.044,-0.019,0.035,-0.003,-0.031,0.042,0.07,-0.055,-0.05,-0.065,-0.095
5.04,-0.025,-0.04,-0.015,0.033,-0.005,-0.027,0.055,0.07,-0.05,-0.05,-0.065,-0.095
5.042,-0.025,-0.04,-0.015,0.033,-0.005,-0.027,0.072,0.068,-0.046,-0.05,-0.065,-0.095
5.044,-0.027,-0.037,-0.01,0.032,-0.008,-0.023,0.077,0.085,-0.042,-0.05,-0.065,-0.092
5.046,-0.035,-0.035,0.001,0.035,-0.017,-0.017,0.088,0.1,-0.038,-0.05,-0.065,-0.089
5.048,-0.039,-0.034,0.004,0.036,-0.021,-0.015,0.101,0.1,-0.034,-0.05,-0.065,-0.09
5.05,-0.025,-0.03,-0.005,0.028,-0.01,-0.017,0.095,0.1,-0.03,-0.05,-0.065,-0.09
5.052,-0.017,-0.03,-0.013,0.024,-0.002,-0.021,0.095,0.1,-0.03,-0.05,-0.065,-0.09
5.054,-0.007,-0.027,-0.02,0.017,0.007,-0.023,0.095,0.1,-0.027,-0.05,-0.065,-0.09
5.056,0.006,-0.025,-0.031,0.01,0.019,-0.028,0.095,0.1,-0.024,-0.05,-0.065,-0.09
5.058,0.009,-0.023,-0.032,0.008,0.021,-0.028,0.095,0.1,-0.025,-0.05,-0.065,-0.089
5.06,0.0,-0.01,-0.01,0.005,0.005,-0.01,0.095,0.1,-0.025,-0.05,-0.065,-0.085
5.062,-0.004,0.004,0.009,0.0,-0.007,0.006,0.095,0.1,-0.021,-0.05,-0.065,-0.085
5.064,-0.008,-0.003,0.005,0.005,-0.007,0.001,0.095,0.1,-0.02,-0.05,-0.065,-0.085
5.066,-0.012,-0.015,-0.003,0.014,-0.004,-0.009,0.095,0.1,-0.02,-0.05,-0.065,-0.085
5.068,-0.017,-0.022,-0.006,0.02,-0.005,-0.013,0.095,0.1,-0.02,-0.05,-0.065,-0.085
5.07,-0.025,-0.035,-0.01,0.03,-0.007,-0.022,0.095,0.1,-0.02,-0.05,-0.065,-0.085
5.072,-0.031,-0.045,-0.014,0.039,-0.008,-0.03,0.095,0.104,-0.016,-0.05,-0.065,-0.081
5.074,-0.018,-0.035,-0.016,0.026,0.0,-0.025,0.095,0.109,-0.014,-0.047,-0.062,-0.08
5.076,0.009,-0.018,-0.026,0.005,0.018,-0.021,0.095,0.11,-0.016,-0.043,-0.058,-0.08
5.078,0.01,-0.008,-0.018,-0.001,0.014,-0.012,0.095,0.119,-0.014,-0.039,-0.054,-0.08
5.08,-0.005,0.005,0.01,0.0,-0.008,0.007,0.095,0.14,-0.01,-0.035,-0.05,-0.08
5.082,0.046,0.019,-0.027,-0.032,0.036,-0.003,0.095,0.145,-0.01,-0.031,-0.046,-0.08
5.084,0.045,0.011,-0.034,-0.028,0.04,-0.011,0.095,0.147,-0.01,-0.026,-0.042,-0.08
5.086,0.008,-0.011,-0.019,0.002,0.014,-0.015,0.095,0.153,-0.011,-0.025,-0.038,-0.079
5.088,0.003,-0.011,-0.013,0.004,0.008,-0.012,0.095,0.155,-0.008,-0.024,-0.033,-0.074
5.09,0.03,0.025,-0.005,-0.027,0.017,0.01,0.095,0.155,0.0,-0.015,-0.025,-0.07
5.092,0.055,0.056,0.001,-0.056,0.027,0.029,0.095,0.171,0.004,-0.011,-0.021,-0.07
5.094,0.071,0.059,-0.013,-0.065,0.042,0.023,0.095,0.18,0.011,-0.008,-0.018,-0.068
5.096,0.091,0.054,-0.037,-0.072,0.063,0.009,0.095,0.18,0.017,-0.001,-0.011,-0.062
5.098,0.098,0.054,-0.044,-0.076,0.07,0.005,0.095,0.181,0.022,0.006,-0.004,-0.06
5.1,0.075,0.05,-0.025,-0.062,0.05,0.012,0.095,0.185,0.03,0.01,0.0,-0.06
5.102,0.058,0.05,-0.008,-0.053,0.033,0.02,0.097,0.185,0.034,0.014,0.004,-0.052
5.104,0.044,0.048,0.004,-0.046,0.02,0.026,0.085,0.187,0.038,0.021,0.011,-0.043
5.106,0.009,0.041,0.032,-0.026,-0.012,0.036,0.096,0.195,0.041,0.029,0.018,-0.038
5.108,0.029,0.052,0.022,-0.041,0.003,0.037,0.117,0.209,0.047,0.037,0.021,-0.033
5.11,0.13,0.085,-0.045,-0.107,0.087,0.02,0.11,0.225,0.06,0.045,0.025,-0.025
5.112,0.12,0.088,-0.033,-0.103,0.077,0.027,0.11,0.238,0.069,0.054,0.029,-0.017
5.114,0.126,0.112,-0.014,-0.119,0.069,0.049,0.107,0.244,0.073,0.056,0.034,-0.012
5.116,0.129,0.126,-0.004,-0.128,0.066,0.061,0.104,0.245,0.077,0.053,0.035,-0.008
5.118,0.097,0.112,0.015,-0.105,0.041,0.063,0.105,0.246,0.081,0.059,0.044,-0.004
5.12,0.08,0.105,0.025,-0.093,0.027,0.065,0.105,0.25,0.085,0.08,0.065,0.0
5.122,0.08,0.097,0.017,-0.088,0.031,0.057,0.101,0.25,0.09,0.077,0.066,0.0
5.124,0.044,0.089,0.045,-0.066,-0.001,0.067,0.1,0.253,0.088,0.074,0.064,0.002
5.126,0.021,0.08,0.059,-0.051,-0.02,0.07,0.098,0.256,0.097,0.076,0.066,0.008
5.128,0.032,0.074,0.042,-0.054,-0.005,0.058,0.094,0.254,0.112,0.074,0.064,0.01
5.13,0.035,0.07,0.035,-0.053,0.0,0.052,0.095,0.25,0.115,0.075,0.065,0.01
5.132,0.045,0.068,0.023,-0.057,0.011,0.045,0.096,0.247,0.119,0.093,0.083,0.022
5.134,0.105,0.121,0.015,-0.113,0.045,0.068,0.092,0.269,0.124,0.123,0.113,0.031
5.136,0.162,0.161,0.0,-0.162,0.081,0.081,0.09,0.282,0.124,0.14,0.13,0.041
5.138,0.167,0.16,-0.007,-0.164,0.087,0.076,0.089,0.273,0.127,0.14,0.13,0.052
5.14,0.14,0.165,0.025,-0.153,0.057,0.095,0.085,0.27,0.14,0.145,0.135,0.06
5.142,0.115,0.172,0.057,-0.143,0.029,0.114,0.085,0.266,0.145,0.15,0.143,0.072
5.144,0.134,0.189,0.054,-0.162,0.04,0.121,0.086,0.262,0.146,0.15,0.148,0.082
5.146,0.157,0.195,0.038,-0.177,0.06,0.116,0.083,0.258,0.143,0.152,0.152,0.088
5.148,0.161,0.189,0.028,-0.175,0.067,0.109,0.08,0.254,0.14,0.156,0.155,0.09
5.15,0.17,0.19,0.02,-0.18,0.075,0.105,0.08,0.25,0.14,0.155,0.155,0.09
5.152,0.182,0.19,0.008,-0.187,0.087,0.099,0.08,0.238,0.14,0.151,0.155,0.09
5.154,0.194,0.19,-0.004,-0.192,0.099,0.093,0.083,0.228,0.137,0.15,0.158,0.09
5.156,0.207,0.19,-0.017,-0.198,0.112,0.087,0.086,0.221,0.134,0.15,0.16,0.09
5.158,0.208,0.19,-0.018,-0.199,0.113,0.086,0.085,0.213,0.135,0.15,0.16,0.09
5.16,0.185,0.19,0.005,-0.188,0.09,0.097,0.085,0.205,0.135,0.15,0.16,0.09
5.162,0.162,0.19,0.028,-0.176,0.067,0.109,0.089,0.197,0.131,0.15,0.152,0.095
5.164,0.163,0.19,0.027,-0.177,0.068,0.108,0.09,0.189,0.13,0.151,0.143,0.09
5.166,0.129,0.19,0.061,-0.16,0.034,0.125,0.091,0.181,0.13,0.146,0.138,0.083
5.168,0.095,0.19,0.095,-0.143,0.0,0.142,0.088,0.173,0.13,0.139,0.133,0.078
5.17,0.135,0.19,0.055,-0.163,0.04,0.122,0.08,0.165,0.13,0.135,0.125,0.07
5.172,0.158,0.182,0.025,-0.17,0.066,0.104,0.076,0.157,0.122,0.127,0.117,0.066
5.174,0.167,0.173,0.006,-0.17,0.081,0.089,0.069,0.149,0.113,0.122,0.112,0.059
5.176,0.185,0.168,-0.017,-0.176,0.101,0.075,0.063,0.141,0.108,0.116,0.107,0.053
5.178,0.194,0.163,-0.03,-0.179,0.111,0.066,0.058,0.133,0.103,0.109,0.098,0.049
5.18,0.175,0.155,-0.02,-0.165,0.097,0.067,0.05,0.125,0.095,0.105,0.09,0.04
5.182,0.162,0.146,-0.016,-0.154,0.089,0.065,0.046,0.117,0.087,0.093,0.082,0.032
5.184,0.152,0.143,-0.009,-0.147,0.08,0.067,0.042,0.109,0.082,0.083,0.074,0.027
5.186,0.136,0.133,-0.003,-0.134,0.069,0.065,0.039,0.101,0.077,0.077,0.066,0.022
5.188,0.114,0.116,0.002,-0.115,0.056,0.059,0.04,0.093,0.068,0.067,0.058,0.013
5.19,0.09,0.1,0.01,-0.095,0.04,0.055,0.04,0.085,0.06,0.055,0.05,0.005
5.192,0.069,0.084,0.015,-0.077,0.027,0.049,0.036,0.077,0.052,0.047,0.042,0.001
5.194,0.057,0.07,0.012,-0.064,0.022,0.041,0.034,0.069,0.044,0.039,0.034,-0.006
5.196,0.054,0.062,0.008,-0.058,0.023,0.035,0.036,0.061,0.036,0.031,0.026,-0.012
5.198,0.055,0.059,0.003,-0.058,0.026,0.031,0.034,0.054,0.028,0.024,0.018,-0.017
5.2,0.055,0.055,0.0,-0.055,0.027,0.027,0.03,0.05,0.02,0.02,0.01,-0.025
5.202,0.055,0.055,0.0,-0.054,0.027,0.028,0.03,0.046,0.012,0.016,0.002,-0.029
5.204,0.085,0.053,-0.032,-0.068,0.058,0.01,0.031,0.039,0.007,0.012,-0.006,-0.036
5.206,0.04,0.047,0.008,-0.044,0.016,0.027,0.028,0.032,0.004,0.008,-0.012,-0.042
5.208,-0.031,0.045,0.076,-0.007,-0.054,0.06,0.025,0.029,-0.002,0.004,-0.016,-0.046
5.21,0.0,0.045,0.045,-0.023,-0.023,0.045,0.025,0.025,-0.01,0.0,-0.02,-0.05
5.212,0.008,0.037,0.029,-0.023,-0.011,0.033,0.025,0.021,-0.014,-0.004,-0.024,-0.049
5.214,0.027,0.031,0.004,-0.029,0.011,0.017,0.022,0.017,-0.018,-0.005,-0.026,-0.055
5.216,0.063,0.029,-0.034,-0.045,0.048,-0.003,0.019,0.013,-0.022,-0.007,-0.023,-0.063
5.218,0.072,0.023,-0.049,-0.048,0.06,-0.012,0.02,0.009,-0.025,-0.01,-0.02,-0.065
5.22,0.04,0.015,-0.025,-0.027,0.032,-0.005,0.02,0.005,-0.025,-0.01,-0.02,-0.065
5.222,0.015,0.011,-0.004,-0.013,0.009,0.003,0.016,0.001,-0.025,-0.014,-0.02,-0.069
5.224,-0.003,0.007,0.011,-0.002,-0.008,0.009,0.014,0.0,-0.026,-0.015,-0.019,-0.07
5.226,-0.03,0.002,0.031,0.014,-0.031,0.016,0.016,-0.001,-0.023,-0.018,-0.025,-0.071
5.228,-0.045,-0.007,0.037,0.026,-0.04,0.015,0.014,-0.006,-0.03,-0.027,-0.038,-0.076
5.23,-0.025,-0.015,0.01,0.02,-0.017,-0.002,0.01,-0.01,-0.055,-0.035,-0.045,-0.08
5.232,-0.007,-0.019,-0.011,0.014,0.002,-0.015,0.01,-0.014,-0.06,-0.043,-0.049,-0.084
5.234,-0.002,-0.026,-0.023,0.014,0.011,-0.024,0.01,-0.015,-0.06,-0.048,-0.053,-0.088
5.236,0.004,-0.034,-0.039,0.015,0.021,-0.036,0.01,-0.016,-0.06,-0.052,-0.055,-0.091
5.238,0.001,-0.042,-0.043,0.021,0.022,-0.042,0.011,-0.021,-0.06,-0.055,-0.055,-0.09
5.24,-0.03,-0.045,-0.015,0.038,-0.007,-0.03,0.015,-0.025,-0.06,-0.055,-0.055,-0.09
5.242,-0.055,-0.041,0.014,0.047,-0.034,-0.013,0.019,-0.025,-0.06,-0.055,-0.055,-0.094
5.244,-0.043,-0.04,0.003,0.041,-0.023,-0.018,0.023,-0.027,-0.06,-0.055,-0.055,-0.096
5.246,-0.053,-0.04,0.013,0.046,-0.033,-0.013,0.028,-0.033,-0.06,-0.055,-0.055,-0.094
5.248,-0.075,-0.04,0.035,0.057,-0.055,-0.002,0.03,-0.035,-0.06,-0.055,-0.055,-0.096
5.25,-0.05,-0.04,0.01,0.045,-0.03,-0.015,0.025,-0.035,-0.06,-0.055,-0.055,-0.1
5.252,-0.033,-0.04,-0.007,0.037,-0.013,-0.023,0.025,-0.039,-0.06,-0.055,-0.055,-0.1
5.254,-0.017,-0.04,-0.023,0.029,0.003,-0.031,0.025,-0.04,-0.06,-0.055,-0.055,-0.1
5.256,0.008,-0.04,-0.048,0.017,0.028,-0.043,0.025,-0.04,-0.06,-0.055,-0.055,-0.1
